invoice_id,invoice_date,due_date,actual_payment_date,customer_name,city,risk_category,product_category,payment_terms_days,invoice_amount,paid_amount,outstanding,days_overdue,aging_bucket,status,credit_limit,credit_utilization,outstanding_ratio,is_high_risk
INV-01346,2022-11-21,2022-12-21,2023-01-13,FitLife Distributors,Delhi,High Risk,Whey Protein,30,45556.3,25138.91,20417.39,23,1-30 days,Partially Paid,180000,0.2531,0.4482,0
INV-03985,2022-11-21,2022-12-21,2023-03-07,PeakPerform Co,Mumbai,Medium Risk,Mass Gainer,30,4174.75,0.0,4174.75,76,61-90 days,Overdue,90000,0.0464,0.9998,1
INV-02127,2022-11-21,2022-12-21,2022-12-21,Apex Nutrition,Hyderabad,Low Risk,Soy Isolate,30,25943.75,25943.75,0.0,0,Current,Paid,160000,0.1621,0.0,0
INV-04683,2022-11-22,2022-12-07,2022-12-07,ProZone India,Lucknow,High Risk,Soy Isolate,15,13584.03,13584.03,0.0,0,Current,Paid,60000,0.2264,0.0,0
INV-02688,2022-11-22,2023-01-21,2023-01-21,VitaWell Distributors,Ahmedabad,Low Risk,Collagen,60,56213.96,56213.96,0.0,0,Current,Paid,190000,0.2959,0.0,0
INV-05788,2022-11-22,2022-12-22,2023-01-17,SupremeNutrition,Coimbatore,Medium Risk,Casein Blend,30,16931.63,0.0,16931.63,26,1-30 days,Overdue,115000,0.1472,0.9999,0
INV-02291,2022-11-22,2022-12-22,2023-01-10,SportsFuel India,Mumbai,High Risk,BCAA,30,17555.13,0.0,17555.13,19,1-30 days,Overdue,80000,0.2194,0.9999,0
INV-04528,2022-11-22,2022-12-22,2022-12-26,EliteSports Dist,Surat,Medium Risk,Mass Gainer,30,23305.24,23305.24,0.0,0,Current,Paid,110000,0.2119,0.0,0
INV-03636,2022-11-23,2022-12-08,2023-02-22,BodyBuild Dist,Delhi,High Risk,Whey Protein,15,38642.59,0.0,38642.59,76,61-90 days,Overdue,165000,0.2342,1.0,1
INV-01538,2022-11-23,2022-12-23,2023-04-03,NutriMax Wholesale,Bangalore,Medium Risk,Casein Blend,30,36850.67,10017.16,26833.51,101,90+ days,Partially Paid,140000,0.2632,0.7281,1
INV-04470,2022-11-23,2022-12-23,2022-12-23,EliteSports Dist,Surat,Medium Risk,Whey Protein,30,32946.94,32946.94,0.0,0,Current,Paid,110000,0.2995,0.0,0
INV-01779,2022-11-24,2022-12-24,2023-04-04,HealthHub Retail,Chennai,High Risk,Casein Blend,30,21705.11,0.0,21705.11,101,90+ days,Overdue,210000,0.1034,1.0,1
INV-02193,2022-11-24,2022-12-09,2023-03-15,SportsFuel India,Mumbai,High Risk,BCAA,15,24686.87,0.0,24686.87,96,90+ days,Overdue,80000,0.3086,1.0,1
INV-04125,2022-11-24,2022-12-24,2023-03-24,IronBody Retail,Kolkata,High Risk,BCAA,30,19124.17,0.0,19124.17,90,61-90 days,Overdue,70000,0.2732,0.9999,1
INV-05488,2022-11-24,2022-12-24,2022-12-24,HealthFirst Retail,Vadodara,Low Risk,Casein Blend,30,34073.81,34073.81,0.0,0,Current,Paid,170000,0.2004,0.0,0
INV-05172,2022-11-24,2022-12-24,2022-12-25,FitZone Wholesale,Indore,Medium Risk,BCAA,30,38567.16,38567.16,0.0,0,Current,Paid,125000,0.3085,0.0,0
INV-01243,2022-11-24,2022-12-24,2022-12-24,FitLife Distributors,Delhi,High Risk,Collagen,30,16142.41,16142.41,0.0,0,Current,Paid,180000,0.0897,0.0,0
INV-05657,2022-11-24,2023-01-08,2023-01-08,SupremeNutrition,Coimbatore,Medium Risk,Casein Blend,45,13200.39,13200.39,0.0,0,Current,Paid,115000,0.1148,0.0,0
INV-05338,2022-11-24,2022-12-09,2023-02-26,PowerNutrition Co,Bhopal,High Risk,Casein Blend,15,26705.29,0.0,26705.29,79,61-90 days,Overdue,88000,0.3035,1.0,1
INV-03604,2022-11-24,2022-12-24,2022-12-25,BodyBuild Dist,Delhi,High Risk,Casein Blend,30,26379.83,26379.83,0.0,0,Current,Paid,165000,0.1599,0.0,0
INV-02447,2022-11-25,2023-01-09,2023-01-12,PowerFit Stores,Delhi,Medium Risk,Collagen,45,61088.68,61088.68,0.0,0,Current,Paid,195000,0.3133,0.0,0
INV-03157,2022-11-25,2022-12-25,2022-12-27,ProHealth Wholesale,Pune,Low Risk,BCAA,30,14266.4,14266.4,0.0,0,Current,Paid,130000,0.1097,0.0,0
INV-05220,2022-11-25,2023-01-09,2023-01-13,FitZone Wholesale,Indore,Medium Risk,Collagen,45,6950.21,6950.21,0.0,0,Current,Paid,125000,0.0556,0.0,0
INV-03161,2022-11-25,2023-01-24,2023-01-24,ProHealth Wholesale,Pune,Low Risk,Creatine,60,38651.46,38651.46,0.0,0,Current,Paid,130000,0.2973,0.0,0
INV-05603,2022-11-25,2023-01-24,2023-01-26,HealthFirst Retail,Vadodara,Low Risk,Mass Gainer,60,41282.47,41282.47,0.0,0,Current,Paid,170000,0.2428,0.0,0
INV-02605,2022-11-25,2022-12-25,2022-12-29,VitaWell Distributors,Ahmedabad,Low Risk,Soy Isolate,30,41318.98,41318.98,0.0,0,Current,Paid,190000,0.2175,0.0,0
INV-02734,2022-11-26,2022-12-26,2023-02-28,ActiveLife Co,Bangalore,Medium Risk,Casein Blend,30,10890.78,0.0,10890.78,64,61-90 days,Overdue,100000,0.1089,0.9999,1
INV-02519,2022-11-26,2023-01-10,2023-02-12,PowerFit Stores,Delhi,Medium Risk,Soy Isolate,45,11815.86,0.0,11815.86,33,31-60 days,Overdue,195000,0.0606,0.9999,0
INV-05381,2022-11-26,2022-12-11,2022-12-11,PowerNutrition Co,Bhopal,High Risk,Whey Protein,15,18718.85,18718.85,0.0,0,Current,Paid,88000,0.2127,0.0,0
INV-02541,2022-11-26,2023-01-10,2023-01-10,VitaWell Distributors,Ahmedabad,Low Risk,Soy Isolate,45,42599.43,42599.43,0.0,0,Current,Paid,190000,0.2242,0.0,0
INV-04427,2022-11-27,2023-01-26,2023-01-26,SwiftNutrition,Jaipur,Low Risk,BCAA,60,7938.84,7938.84,0.0,0,Current,Paid,175000,0.0454,0.0,0
INV-02122,2022-11-27,2023-01-26,2023-01-29,Apex Nutrition,Hyderabad,Low Risk,Collagen,60,26180.72,26180.72,0.0,0,Current,Paid,160000,0.1636,0.0,0
INV-04400,2022-11-27,2022-12-27,2022-12-27,SwiftNutrition,Jaipur,Low Risk,Whey Protein,30,43558.23,43558.23,0.0,0,Current,Paid,175000,0.2489,0.0,0
INV-03559,2022-11-27,2022-12-12,2023-03-24,BodyBuild Dist,Delhi,High Risk,Creatine,15,34716.47,0.0,34716.47,102,90+ days,Overdue,165000,0.2104,1.0,1
INV-02142,2022-11-27,2023-01-11,2023-01-13,Apex Nutrition,Hyderabad,Low Risk,Soy Isolate,45,36732.9,36732.9,0.0,0,Current,Paid,160000,0.2296,0.0,0
INV-04631,2022-11-27,2022-12-27,2022-12-28,EliteSports Dist,Surat,Medium Risk,BCAA,30,11677.84,11677.84,0.0,0,Current,Paid,110000,0.1062,0.0,0
INV-03225,2022-11-27,2023-01-11,2023-01-14,ProHealth Wholesale,Pune,Low Risk,Whey Protein,45,11338.07,11338.07,0.0,0,Current,Paid,130000,0.0872,0.0,0
INV-02261,2022-11-27,2022-12-12,2023-03-20,SportsFuel India,Mumbai,High Risk,Plant Protein,15,22511.13,0.0,22511.13,98,90+ days,Overdue,80000,0.2814,1.0,1
INV-02880,2022-11-27,2022-12-27,2023-04-19,MuscleZone Retail,Chennai,High Risk,Casein Blend,30,17188.22,9809.8,7378.42,113,90+ days,Partially Paid,55000,0.3125,0.4292,1
INV-04914,2022-11-28,2023-01-12,2023-01-12,NutriCare Plus,Nagpur,Low Risk,Collagen,45,8677.54,8677.54,0.0,0,Current,Paid,155000,0.056,0.0,0
INV-02763,2022-11-28,2022-12-28,2023-03-11,ActiveLife Co,Bangalore,Medium Risk,Collagen,30,30502.07,0.0,30502.07,73,61-90 days,Overdue,100000,0.305,1.0,1
INV-02216,2022-11-28,2022-12-28,2023-03-01,SportsFuel India,Mumbai,High Risk,Creatine,30,7071.17,0.0,7071.17,63,61-90 days,Overdue,80000,0.0884,0.9999,1
INV-02826,2022-11-29,2022-12-29,2022-12-30,ActiveLife Co,Bangalore,Medium Risk,Mass Gainer,30,25421.78,25421.78,0.0,0,Current,Paid,100000,0.2542,0.0,0
INV-05407,2022-11-29,2022-12-29,2023-05-06,PowerNutrition Co,Bhopal,High Risk,Creatine,30,5092.37,1648.9,3443.47,128,90+ days,Partially Paid,88000,0.0579,0.6761,1
INV-03738,2022-11-29,2023-01-28,2023-01-28,NutriGo Stores,Hyderabad,Low Risk,Soy Isolate,60,7059.86,7059.86,0.0,0,Current,Paid,145000,0.0487,0.0,0
INV-05383,2022-11-30,2022-12-30,2023-01-02,PowerNutrition Co,Bhopal,High Risk,Whey Protein,30,27245.11,27245.11,0.0,0,Current,Paid,88000,0.3096,0.0,0
INV-02532,2022-11-30,2022-12-30,2022-12-30,VitaWell Distributors,Ahmedabad,Low Risk,Creatine,30,41995.67,41995.67,0.0,0,Current,Paid,190000,0.221,0.0,0
INV-04870,2022-11-30,2023-01-29,2023-02-02,NutriCare Plus,Nagpur,Low Risk,Soy Isolate,60,16090.88,16090.88,0.0,0,Current,Paid,155000,0.1038,0.0,0
INV-03819,2022-11-30,2022-12-30,2023-02-27,NutriGo Stores,Hyderabad,Low Risk,Creatine,30,31703.24,0.0,31703.24,59,31-60 days,Overdue,145000,0.2186,1.0,0
INV-02652,2022-11-30,2022-12-30,2022-12-31,VitaWell Distributors,Ahmedabad,Low Risk,Collagen,30,30140.48,30140.48,0.0,0,Current,Paid,190000,0.1586,0.0,0
INV-05704,2022-11-30,2022-12-30,2023-04-12,SupremeNutrition,Coimbatore,Medium Risk,Plant Protein,30,18405.06,5714.76,12690.3,103,90+ days,Partially Paid,115000,0.16,0.6895,1
INV-01554,2022-12-01,2022-12-31,2022-12-31,NutriMax Wholesale,Bangalore,Medium Risk,Creatine,30,10663.64,10663.64,0.0,0,Current,Paid,140000,0.0762,0.0,0
INV-02518,2022-12-01,2023-01-15,2023-03-25,PowerFit Stores,Delhi,Medium Risk,Soy Isolate,45,30878.71,0.0,30878.71,69,61-90 days,Overdue,195000,0.1584,1.0,1
INV-04848,2022-12-01,2022-12-31,2022-12-31,NutriCare Plus,Nagpur,Low Risk,Soy Isolate,30,32967.54,32967.54,0.0,0,Current,Paid,155000,0.2127,0.0,0
INV-04268,2022-12-01,2022-12-16,2023-04-01,IronBody Retail,Kolkata,High Risk,Whey Protein,15,15892.46,0.0,15892.46,106,90+ days,Overdue,70000,0.227,0.9999,1
INV-04965,2022-12-01,2023-01-30,2023-01-30,NutriCare Plus,Nagpur,Low Risk,Collagen,60,20739.55,20739.55,0.0,0,Current,Paid,155000,0.1338,0.0,0
INV-04249,2022-12-01,2022-12-31,2023-03-25,IronBody Retail,Kolkata,High Risk,Casein Blend,30,22009.22,0.0,22009.22,84,61-90 days,Overdue,70000,0.3144,1.0,1
INV-04970,2022-12-02,2023-01-31,2023-02-01,NutriCare Plus,Nagpur,Low Risk,Soy Isolate,60,18316.14,18316.14,0.0,0,Current,Paid,155000,0.1182,0.0,0
INV-04862,2022-12-02,2023-01-31,2023-01-31,NutriCare Plus,Nagpur,Low Risk,Mass Gainer,60,11267.13,11267.13,0.0,0,Current,Paid,155000,0.0727,0.0,0
INV-04951,2022-12-02,2023-01-16,2023-02-03,NutriCare Plus,Nagpur,Low Risk,Mass Gainer,45,31379.47,14629.24,16750.23,18,1-30 days,Partially Paid,155000,0.2024,0.5338,0
INV-03410,2022-12-02,2023-01-16,2023-03-10,FuelUp Nutrition,Mumbai,Medium Risk,Soy Isolate,45,3816.39,0.0,3816.39,53,31-60 days,Overdue,85000,0.0449,0.9997,0
INV-02649,2022-12-02,2023-01-16,2023-01-16,VitaWell Distributors,Ahmedabad,Low Risk,Collagen,45,25277.25,25277.25,0.0,0,Current,Paid,190000,0.133,0.0,0
INV-02317,2022-12-02,2022-12-17,2023-04-09,SportsFuel India,Mumbai,High Risk,Soy Isolate,15,10989.33,0.0,10989.33,113,90+ days,Overdue,80000,0.1374,0.9999,1
INV-03467,2022-12-02,2023-01-16,2023-01-16,FuelUp Nutrition,Mumbai,Medium Risk,Casein Blend,45,24572.26,24572.26,0.0,0,Current,Paid,85000,0.2891,0.0,0
INV-05328,2022-12-03,2022-12-18,2023-04-13,PowerNutrition Co,Bhopal,High Risk,Mass Gainer,15,26897.18,0.0,26897.18,116,90+ days,Overdue,88000,0.3056,1.0,1
INV-01712,2022-12-03,2023-01-02,2023-04-21,HealthHub Retail,Chennai,High Risk,Mass Gainer,30,52519.45,0.0,52519.45,109,90+ days,Overdue,210000,0.2501,1.0,1
INV-02308,2022-12-04,2023-01-03,2023-01-07,SportsFuel India,Mumbai,High Risk,BCAA,30,23209.17,23209.17,0.0,0,Current,Paid,80000,0.2901,0.0,0
INV-03484,2022-12-04,2023-01-03,2023-05-04,BodyBuild Dist,Delhi,High Risk,Collagen,30,10819.34,0.0,10819.34,121,90+ days,Overdue,165000,0.0656,0.9999,1
INV-05592,2022-12-04,2023-02-02,2023-03-17,HealthFirst Retail,Vadodara,Low Risk,BCAA,60,14352.48,0.0,14352.48,43,31-60 days,Overdue,170000,0.0844,0.9999,0
INV-01813,2022-12-04,2023-01-18,2023-01-18,GymPro Supplements,Pune,Medium Risk,Creatine,45,6104.9,6104.9,0.0,0,Current,Paid,75000,0.0814,0.0,0
INV-04892,2022-12-04,2023-01-18,2023-03-23,NutriCare Plus,Nagpur,Low Risk,Creatine,45,35447.81,8672.16,26775.65,64,61-90 days,Partially Paid,155000,0.2287,0.7553,1
INV-01525,2022-12-05,2023-01-04,2023-03-03,NutriMax Wholesale,Bangalore,Medium Risk,Soy Isolate,30,21972.55,0.0,21972.55,58,31-60 days,Overdue,140000,0.1569,1.0,0
INV-03642,2022-12-05,2023-01-04,2023-04-11,BodyBuild Dist,Delhi,High Risk,Creatine,30,16271.88,9081.35,7190.53,97,90+ days,Partially Paid,165000,0.0986,0.4419,1
INV-01076,2022-12-05,2023-01-04,2023-04-03,Protein World Ltd,Mumbai,High Risk,Soy Isolate,30,14348.04,8852.23,5495.81,89,61-90 days,Partially Paid,95000,0.151,0.383,1
INV-03609,2022-12-05,2022-12-20,2023-03-15,BodyBuild Dist,Delhi,High Risk,Plant Protein,15,10339.48,0.0,10339.48,85,61-90 days,Overdue,165000,0.0627,0.9999,1
INV-03471,2022-12-06,2023-01-05,2023-02-23,BodyBuild Dist,Delhi,High Risk,Soy Isolate,30,51516.63,30926.5,20590.13,49,31-60 days,Partially Paid,165000,0.3122,0.3997,0
INV-05765,2022-12-06,2023-01-05,2023-01-29,SupremeNutrition,Coimbatore,Medium Risk,Collagen,30,25400.15,0.0,25400.15,24,1-30 days,Overdue,115000,0.2209,1.0,0
INV-05483,2022-12-06,2023-02-04,2023-02-06,HealthFirst Retail,Vadodara,Low Risk,BCAA,60,32450.85,32450.85,0.0,0,Current,Paid,170000,0.1909,0.0,0
INV-01305,2022-12-06,2023-01-05,2023-04-22,FitLife Distributors,Delhi,High Risk,Collagen,30,7306.03,0.0,7306.03,107,90+ days,Overdue,180000,0.0406,0.9999,1
INV-03124,2022-12-06,2023-01-20,2023-01-20,ProHealth Wholesale,Pune,Low Risk,BCAA,45,15186.24,15186.24,0.0,0,Current,Paid,130000,0.1168,0.0,0
INV-03372,2022-12-06,2023-01-05,2023-01-08,FuelUp Nutrition,Mumbai,Medium Risk,Mass Gainer,30,3811.6,3811.6,0.0,0,Current,Paid,85000,0.0448,0.0,0
INV-02172,2022-12-07,2023-01-06,2023-04-08,SportsFuel India,Mumbai,High Risk,Mass Gainer,30,3300.9,0.0,3300.9,92,90+ days,Overdue,80000,0.0413,0.9997,1
INV-01537,2022-12-07,2023-01-06,2023-04-06,NutriMax Wholesale,Bangalore,Medium Risk,Soy Isolate,30,30011.93,0.0,30011.93,90,61-90 days,Overdue,140000,0.2144,1.0,1
INV-02865,2022-12-07,2023-01-21,2023-05-04,ActiveLife Co,Bangalore,Medium Risk,Soy Isolate,45,18770.41,9275.53,9494.88,103,90+ days,Partially Paid,100000,0.1877,0.5058,1
INV-04383,2022-12-07,2023-01-21,2023-01-21,SwiftNutrition,Jaipur,Low Risk,BCAA,45,41803.83,41803.83,0.0,0,Current,Paid,175000,0.2389,0.0,0
INV-04450,2022-12-07,2023-01-06,2023-02-04,EliteSports Dist,Surat,Medium Risk,Mass Gainer,30,16776.04,0.0,16776.04,29,1-30 days,Overdue,110000,0.1525,0.9999,0
INV-05226,2022-12-07,2023-01-06,2023-03-25,FitZone Wholesale,Indore,Medium Risk,Soy Isolate,30,22702.23,10948.05,11754.18,78,61-90 days,Partially Paid,125000,0.1816,0.5177,1
INV-02939,2022-12-07,2023-01-06,2023-05-05,MuscleZone Retail,Chennai,High Risk,Soy Isolate,30,13822.11,0.0,13822.11,119,90+ days,Overdue,55000,0.2513,0.9999,1
INV-05733,2022-12-07,2023-01-21,2023-02-20,SupremeNutrition,Coimbatore,Medium Risk,Collagen,45,9977.83,0.0,9977.83,30,1-30 days,Overdue,115000,0.0868,0.9999,0
INV-03364,2022-12-08,2023-01-22,2023-01-22,FuelUp Nutrition,Mumbai,Medium Risk,Creatine,45,14165.08,14165.08,0.0,0,Current,Paid,85000,0.1666,0.0,0
INV-05485,2022-12-08,2023-01-22,2023-01-22,HealthFirst Retail,Vadodara,Low Risk,Mass Gainer,45,18325.78,18325.78,0.0,0,Current,Paid,170000,0.1078,0.0,0
INV-03089,2022-12-08,2023-01-22,2023-01-22,ProHealth Wholesale,Pune,Low Risk,Collagen,45,23255.49,23255.49,0.0,0,Current,Paid,130000,0.1789,0.0,0
INV-04282,2022-12-08,2023-01-22,2023-01-23,SwiftNutrition,Jaipur,Low Risk,Creatine,45,20662.19,20662.19,0.0,0,Current,Paid,175000,0.1181,0.0,0
INV-01505,2022-12-08,2023-01-07,2023-02-23,NutriMax Wholesale,Bangalore,Medium Risk,Whey Protein,30,22957.69,0.0,22957.69,47,31-60 days,Overdue,140000,0.164,1.0,0
INV-05006,2022-12-08,2023-02-06,2023-02-06,NutriCare Plus,Nagpur,Low Risk,Collagen,60,41783.2,41783.2,0.0,0,Current,Paid,155000,0.2696,0.0,0
INV-02160,2022-12-09,2023-01-08,2023-03-19,SportsFuel India,Mumbai,High Risk,Casein Blend,30,9648.5,0.0,9648.5,70,61-90 days,Overdue,80000,0.1206,0.9999,1
INV-04254,2022-12-09,2022-12-24,2023-04-16,IronBody Retail,Kolkata,High Risk,Creatine,15,9934.62,6344.33,3590.29,113,90+ days,Partially Paid,70000,0.1419,0.3614,1
INV-02736,2022-12-09,2023-01-08,2023-01-28,ActiveLife Co,Bangalore,Medium Risk,Collagen,30,20040.05,0.0,20040.05,20,1-30 days,Overdue,100000,0.2004,1.0,0
INV-05655,2022-12-09,2023-01-23,2023-01-23,SupremeNutrition,Coimbatore,Medium Risk,Soy Isolate,45,16941.32,16941.32,0.0,0,Current,Paid,115000,0.1473,0.0,0
INV-03569,2022-12-09,2022-12-24,2022-12-27,BodyBuild Dist,Delhi,High Risk,Casein Blend,15,9361.22,9361.22,0.0,0,Current,Paid,165000,0.0567,0.0,0
INV-05663,2022-12-10,2023-01-24,2023-03-24,SupremeNutrition,Coimbatore,Medium Risk,Casein Blend,45,16140.88,0.0,16140.88,59,31-60 days,Overdue,115000,0.1404,0.9999,0
INV-03758,2022-12-10,2023-01-09,2023-01-09,NutriGo Stores,Hyderabad,Low Risk,Plant Protein,30,6693.85,6693.85,0.0,0,Current,Paid,145000,0.0462,0.0,0
INV-03875,2022-12-10,2023-02-08,2023-04-03,NutriGo Stores,Hyderabad,Low Risk,Collagen,60,33160.28,0.0,33160.28,54,31-60 days,Overdue,145000,0.2287,1.0,0
INV-05792,2022-12-10,2023-01-09,2023-04-28,SupremeNutrition,Coimbatore,Medium Risk,Casein Blend,30,30361.58,12622.92,17738.66,109,90+ days,Partially Paid,115000,0.264,0.5842,1
INV-02993,2022-12-10,2023-01-09,2023-04-06,MuscleZone Retail,Chennai,High Risk,Collagen,30,10813.13,0.0,10813.13,87,61-90 days,Overdue,55000,0.1966,0.9999,1
INV-02644,2022-12-10,2023-02-08,2023-02-12,VitaWell Distributors,Ahmedabad,Low Risk,Casein Blend,60,23397.48,23397.48,0.0,0,Current,Paid,190000,0.1231,0.0,0
INV-04486,2022-12-11,2023-01-25,2023-03-15,EliteSports Dist,Surat,Medium Risk,Creatine,45,5453.25,0.0,5453.25,49,31-60 days,Overdue,110000,0.0496,0.9998,0
INV-03709,2022-12-11,2023-02-09,2023-02-13,NutriGo Stores,Hyderabad,Low Risk,Soy Isolate,60,10693.32,10693.32,0.0,0,Current,Paid,145000,0.0737,0.0,0
INV-03335,2022-12-11,2023-01-25,2023-01-25,FuelUp Nutrition,Mumbai,Medium Risk,Soy Isolate,45,4286.14,4286.14,0.0,0,Current,Paid,85000,0.0504,0.0,0
INV-05279,2022-12-11,2023-01-10,2023-04-18,PowerNutrition Co,Bhopal,High Risk,Collagen,30,4009.73,0.0,4009.73,98,90+ days,Overdue,88000,0.0456,0.9998,1
INV-01709,2022-12-11,2023-01-10,2023-03-12,HealthHub Retail,Chennai,High Risk,BCAA,30,21825.88,7849.87,13976.01,61,61-90 days,Partially Paid,210000,0.1039,0.6403,1
INV-03093,2022-12-11,2023-01-25,2023-01-29,ProHealth Wholesale,Pune,Low Risk,Collagen,45,24305.53,24305.53,0.0,0,Current,Paid,130000,0.187,0.0,0
INV-01068,2022-12-12,2023-01-11,2023-04-14,Protein World Ltd,Mumbai,High Risk,Collagen,30,6001.11,0.0,6001.11,93,90+ days,Overdue,95000,0.0632,0.9998,1
INV-05203,2022-12-12,2023-01-26,2023-01-27,FitZone Wholesale,Indore,Medium Risk,Mass Gainer,45,36620.9,36620.9,0.0,0,Current,Paid,125000,0.293,0.0,0
INV-02217,2022-12-12,2023-01-11,2023-04-28,SportsFuel India,Mumbai,High Risk,Casein Blend,30,6288.85,0.0,6288.85,107,90+ days,Overdue,80000,0.0786,0.9998,1
INV-04004,2022-12-12,2023-01-11,2023-02-19,PeakPerform Co,Mumbai,Medium Risk,Soy Isolate,30,22892.82,0.0,22892.82,39,31-60 days,Overdue,90000,0.2544,1.0,0
INV-01761,2022-12-13,2022-12-28,2023-03-19,HealthHub Retail,Chennai,High Risk,Creatine,15,50485.27,0.0,50485.27,81,61-90 days,Overdue,210000,0.2404,1.0,1
INV-03925,2022-12-14,2023-01-13,2023-01-16,PeakPerform Co,Mumbai,Medium Risk,Collagen,30,20314.67,20314.67,0.0,0,Current,Paid,90000,0.2257,0.0,0
INV-01727,2022-12-14,2023-01-13,2023-01-15,HealthHub Retail,Chennai,High Risk,Soy Isolate,30,51509.83,51509.83,0.0,0,Current,Paid,210000,0.2453,0.0,0
INV-04525,2022-12-14,2023-01-28,2023-01-28,EliteSports Dist,Surat,Medium Risk,Creatine,45,9450.03,9450.03,0.0,0,Current,Paid,110000,0.0859,0.0,0
INV-04739,2022-12-14,2022-12-29,2023-04-25,ProZone India,Lucknow,High Risk,Mass Gainer,15,4262.98,0.0,4262.98,117,90+ days,Overdue,60000,0.071,0.9998,1
INV-05658,2022-12-14,2023-01-28,2023-01-30,SupremeNutrition,Coimbatore,Medium Risk,Mass Gainer,45,22689.43,22689.43,0.0,0,Current,Paid,115000,0.1973,0.0,0
INV-02066,2022-12-14,2023-01-28,2023-03-21,Apex Nutrition,Hyderabad,Low Risk,Creatine,45,39928.6,0.0,39928.6,52,31-60 days,Overdue,160000,0.2496,1.0,0
INV-04674,2022-12-14,2023-01-13,2023-04-07,ProZone India,Lucknow,High Risk,Mass Gainer,30,9630.63,0.0,9630.63,84,61-90 days,Overdue,60000,0.1605,0.9999,1
INV-04515,2022-12-15,2023-01-14,2023-05-03,EliteSports Dist,Surat,Medium Risk,Whey Protein,30,28186.12,0.0,28186.12,109,90+ days,Overdue,110000,0.2562,1.0,1
INV-04577,2022-12-15,2023-01-29,2023-01-29,EliteSports Dist,Surat,Medium Risk,Casein Blend,45,6841.4,6841.4,0.0,0,Current,Paid,110000,0.0622,0.0,0
INV-05713,2022-12-15,2023-01-14,2023-01-17,SupremeNutrition,Coimbatore,Medium Risk,Soy Isolate,30,18598.7,18598.7,0.0,0,Current,Paid,115000,0.1617,0.0,0
INV-04594,2022-12-15,2023-01-29,2023-01-29,EliteSports Dist,Surat,Medium Risk,Collagen,45,11642.41,11642.41,0.0,0,Current,Paid,110000,0.1058,0.0,0
INV-01275,2022-12-15,2022-12-30,2023-04-01,FitLife Distributors,Delhi,High Risk,BCAA,15,32755.38,0.0,32755.38,92,90+ days,Overdue,180000,0.182,1.0,1
INV-01742,2022-12-15,2023-01-14,2023-04-24,HealthHub Retail,Chennai,High Risk,Plant Protein,30,50536.45,27086.09,23450.36,100,90+ days,Partially Paid,210000,0.2406,0.464,1
INV-04836,2022-12-16,2022-12-31,2023-01-04,ProZone India,Lucknow,High Risk,Casein Blend,15,6968.61,6968.61,0.0,0,Current,Paid,60000,0.1161,0.0,0
INV-05329,2022-12-16,2023-01-15,2023-03-26,PowerNutrition Co,Bhopal,High Risk,Soy Isolate,30,11670.86,0.0,11670.86,70,61-90 days,Overdue,88000,0.1326,0.9999,1
INV-03858,2022-12-16,2023-01-30,2023-03-03,NutriGo Stores,Hyderabad,Low Risk,Collagen,45,37270.8,0.0,37270.8,32,31-60 days,Overdue,145000,0.257,1.0,0
INV-04165,2022-12-16,2023-01-15,2023-04-20,IronBody Retail,Kolkata,High Risk,Mass Gainer,30,20464.59,0.0,20464.59,95,90+ days,Overdue,70000,0.2923,1.0,1
INV-05471,2022-12-16,2023-01-15,2023-01-16,PowerNutrition Co,Bhopal,High Risk,Soy Isolate,30,23263.6,23263.6,0.0,0,Current,Paid,88000,0.2644,0.0,0
INV-02215,2022-12-16,2023-01-15,2023-03-18,SportsFuel India,Mumbai,High Risk,Mass Gainer,30,9346.84,0.0,9346.84,62,61-90 days,Overdue,80000,0.1168,0.9999,1
INV-03706,2022-12-16,2023-01-30,2023-01-30,NutriGo Stores,Hyderabad,Low Risk,Mass Gainer,45,44821.65,44821.65,0.0,0,Current,Paid,145000,0.3091,0.0,0
INV-02084,2022-12-16,2023-02-14,2023-03-05,Apex Nutrition,Hyderabad,Low Risk,Collagen,60,13407.93,0.0,13407.93,19,1-30 days,Overdue,160000,0.0838,0.9999,0
INV-02609,2022-12-17,2023-02-15,2023-02-19,VitaWell Distributors,Ahmedabad,Low Risk,Soy Isolate,60,55567.96,55567.96,0.0,0,Current,Paid,190000,0.2925,0.0,0
INV-02550,2022-12-17,2023-01-31,2023-01-31,VitaWell Distributors,Ahmedabad,Low Risk,Mass Gainer,45,45304.36,45304.36,0.0,0,Current,Paid,190000,0.2384,0.0,0
INV-04749,2022-12-17,2023-01-16,2023-04-02,ProZone India,Lucknow,High Risk,Mass Gainer,30,8855.91,0.0,8855.91,76,61-90 days,Overdue,60000,0.1476,0.9999,1
INV-01247,2022-12-17,2023-01-01,2023-03-12,FitLife Distributors,Delhi,High Risk,Mass Gainer,15,16975.27,0.0,16975.27,70,61-90 days,Overdue,180000,0.0943,0.9999,1
INV-03651,2022-12-17,2023-01-16,2023-01-16,BodyBuild Dist,Delhi,High Risk,Creatine,30,27900.66,27900.66,0.0,0,Current,Paid,165000,0.1691,0.0,0
INV-03937,2022-12-17,2023-01-16,2023-01-16,PeakPerform Co,Mumbai,Medium Risk,BCAA,30,8729.55,8729.55,0.0,0,Current,Paid,90000,0.097,0.0,0
